dyad,ccode1,ccode2,statea,stateb,statei,statej,daysign,monthsign,yearsign,dayforce,monthforce,yearforce,censor,month_count,maxhurdles,maxpolconv,maxchecks,minpolity,minratio,min_laworder,ln_mingdp,min_govexp,comlang,comcol,atopally,s2un,log_gapgdppc,maxcomlaw,fdi_host,fdi_home,coldwar,maxexecleft,BIT_Status,_st,_d,_t,_t0
230339,230,339,SPN,ALB,Spain,Albania,5,6,2003,4,1,2004,1,7,2,.75,3,7,.83999997,2,16.371481,10.07897,0,0,1,1,10.0349,0,3.1256249,3.2499299,0,1,In Force,1,1,7,0
230343,230,343,SPN,MAC,Spain,Macedonia,20,6,2005,30,1,2007,1,19,2,.75,4,9,.95999998,,16.420219,18.017321,0,0,,.96428567,9.9697361,0,1.667886,3.7011681,0,1,In Force,1,1,19,0
230344,230,344,SPN,CRO,Spain,Croatia,21,7,1997,17,9,1998,1,14,2,.75,4,-5,.38,,17.532129,17.47258,0,0,0,1,9.4946098,0,2.2928791,2.519232,0,0,In Force,1,1,14,0
230345,230,345,SPN,YUG,Spain,Serbia,25,6,2002,4,6,2004,1,24,2,.75,3,7,.79000002,3,20.825821,17.196369,0,0,0,1,,0,3.013628,4.7669778,0,0,In Force,1,1,24,0
230346,230,346,SPN,BOS,Spain,Bosnia,21,1,2002,21,5,2003,1,13,2,.75,3,,.31999999,,16.817579,17.196369,0,0,0,1,9.9886103,0,4.7298198,4.7669778,0,0,In Force,1,1,13,0
230349,230,349,SPN,SLV,Spain,Slovenia,15,7,1999,3,4,2000,1,9,2,.77999997,4,10,.33000001,4,17.4242,17.176889,0,0,1,1,8.763032,0,.48091361,7.1832032,0,1,In Force,1,1,9,0
230355,230,355,SPN,BUL,Spain,Bulgaria,5,9,1995,22,4,1998,1,31,2,.75,5,8,.38,5,17.78653,15.2667,0,0,1,1,9.6024752,0,.68977523,.78253591,0,1,In Force,1,1,31,0
230359,230,359,SPN,MLD,Spain,Moldova,11,5,2006,17,1,2007,1,8,2,.74000001,4,8,.88999999,5,16.134451,18.07345,0,0,,1,10.1763,0,6.8430338,8.4597483,0,1,In Force,1,1,8,0
230360,230,360,SPN,ROM,Spain,Romania,21,5,1995,7,12,1995,1,11,2,.76999998,7,5,.55000001,5,18.749809,13.69229,0,0,1,1,9.6225519,0,1.172799,.78253591,0,1,In Force,1,1,11,0
230365,230,365,SPN,RUS,Spain,Russia,20,10,1990,28,4,1991,1,13,2,.75,4,0,0,4,20.482031,16.68169,0,0,1,.85185188,8.8383818,0,.00050179998,.64280093,0,1,In Force,1,1,13,0
230366,230,366,SPN,EST,Spain,Estonia,11,11,1997,1,7,1998,1,8,2,.76999998,4,6,.77999997,,16.35957,17.47258,0,0,1,1,9.5128803,0,10.29161,2.519232,0,0,In Force,1,1,8,0
230367,230,367,SPN,LAT,Spain,Latvia,26,10,1995,14,3,1997,1,17,2,.76999998,5,8,.46000001,,16.5487,18.082979,0,0,1,1,9.6186895,0,3.623739,.78253591,0,1,In Force,1,1,17,0
230368,230,368,SPN,LIT,Spain,Lithuania,6,7,1994,22,12,1995,1,17,2,.75999999,5,10,.56999999,,17.059681,18.23501,0,0,1,1,9.5236206,0,.50901389,.79800642,0,1,In Force,1,1,17,0
230369,230,369,SPN,UKR,Spain,Ukraine,26,2,1998,13,3,2000,1,25,2,.75,6,7,.80000001,4,19.007561,17.31255,0,0,1,.95348829,9.9036627,0,1.774009,3.368928,0,0,In Force,1,1,25,0
230411,230,411,SPN,EQG,Spain,Equatorial Guinea,22,11,2003,12,1,2004,1,3,2,.75,3,-5,.88,,15.60711,3.789413,1,1,,1,9.6685057,0,25.049999,3.2499299,0,0,In Force,1,1,3,0
230433,230,433,SPN,SEN,Spain,Senegal,22,11,2007,,,,0,2,2,.73000002,4,8,.40000001,3,16.650869,10,0,0,,.52380961,10.22697,0,2.4170301,9.5312767,0,1,Not in Force,1,0,2,0
230452,230,452,SPN,GHA,Spain,Ghana,6,10,2006,,,,0,14,2,.73000002,4,8,.31999999,2,17.014771,17.54628,0,0,,.64516127,10.22304,1,4.996459,8.4597483,0,1,Not in Force,1,0,14,0
230475,230,475,SPN,NIG,Spain,Nigeria,9,6,2002,19,1,2006,1,42,2,.75,4,4,.41999999,2,19.131149,,0,0,0,.5272727,10.12782,1,3.4511001,4.7669778,0,0,In Force,1,1,42,0
230481,230,481,SPN,GAB,Spain,Gabon,2,3,1995,12,12,2001,1,81,2,.75,5,-4,.61000001,3,16.305229,11.75661,0,0,0,.84615391,9.2050133,0,-6.3863578,.78253591,0,1,In Force,1,1,81,0
230540,230,540,SPN,ANG,Spain,Angola,21,11,2007,,,,0,2,2,.73000002,4,-2,.17,3,17.79323,,0,0,,.52631581,10.11779,0,32.596889,9.5312767,0,1,Not in Force,1,0,2,0
230560,230,560,SPN,SAF,Spain,South Africa,30,9,1998,23,12,1999,1,15,2,.75,4,9,.36000001,3,19.31731,17.31255,0,0,0,.75,9.7997217,1,.41783619,3.368928,0,1,In Force,1,1,15,0
230565,230,565,SPN,NAM,Spain,Namibia,21,2,2003,28,6,2004,1,16,2,.75,3,6,.28999999,4,16.02949,17.360319,0,0,,.60784322,10.01642,1,3.016299,3.2499299,0,1,In Force,1,1,16,0
230600,230,600,SPN,MOR,Spain,Morocco,11,12,1989,13,4,1992,1,28,2,.74000001,4,-8,.60000002,2,17.832411,15.68136,0,1,0,.77777779,9.7394466,0,.65439492,.36585411,1,1,In Force,1,1,28,0
230615,230,615,SPN,ALG,Spain,Algeria,23,12,1994,17,1,1996,1,13,3,.75,5,-7,.56999999,3,18.620001,17.87462,0,0,0,.72000003,9.6935205,0,,.79800642,0,1,In Force,1,1,13,0
230616,230,616,SPN,TUN,Spain,Tunisia,29,5,1991,20,6,1994,1,37,2,.75,4,-5,0,2,17.16979,16.57106,0,0,0,.78723413,9.7414923,0,1.328256,.73758513,0,1,In Force,1,1,37,0
230620,230,620,SPN,LIB,Spain,Libya,17,12,2007,,,,0,1,2,.73000002,4,-7,.58999997,4,18.60022,11.6,0,0,,.3968254,9.138999,0,7.4822831,9.5312767,0,1,Not in Force,1,0,1,0
230630,230,630,SPN,IRN,Spain,Iran,29,10,2002,27,4,2004,1,18,2,.75,3,3,.38,4,20.13932,12.8382,0,0,0,.5,9.8348951,0,2.698442,4.7669778,0,0,In Force,1,1,18,0
230640,230,640,SPN,TUR,Spain,Turkey,15,2,1995,3,3,1998,1,37,2,.75999999,5,8,.47,4,19.93733,10.7858,0,0,1,.93103451,9.5373917,0,.38882849,.78253591,0,1,In Force,1,1,37,0
230651,230,651,SPN,EGY,Spain,Egypt,3,11,1992,26,4,1994,1,17,2,.75,4,-6,.25,2,18.991989,10.42416,0,0,0,.79591829,9.7662306,0,.95143861,.40054771,0,1,In Force,1,1,17,0
230652,230,652,SPN,SYR,Spain,Syria,20,10,2003,14,12,2004,1,14,2,.75,3,-7,.63,4,17.9531,13.49918,0,0,,.47999999,10.06343,0,.77206689,3.2499299,0,0,In Force,1,1,14,0
230660,230,660,SPN,LEB,Spain,Lebanon,22,2,1996,29,4,1997,1,14,2,.75,5,,0,4,17.38644,14.37179,0,0,0,.55102038,9.3983984,0,.61576539,1.137169,0,1,In Force,1,1,14,0
230663,230,663,SPN,JOR,Spain,Jordan,29,10,1999,13,12,2000,1,14,2,.75,4,-2,.58999997,4,16.67326,17.176889,0,0,0,.55555558,9.9505539,0,1.919065,7.1832032,0,0,In Force,1,1,14,0
230670,230,670,SPN,SAU,Spain,Saudi Arabia,9,4,2006,,,,0,20,2,.73000002,4,-10,.91000003,5,19.99398,18.07345,0,0,,.58730161,9.0578279,1,4.8060961,8.4597483,0,1,Not in Force,1,0,20,0
230690,230,690,SPN,KUW,Spain,Kuwait,8,9,2005,,,,0,28,2,.73000002,4,-7,.82999998,5,18.5256,15.71229,0,0,,.50877202,9.9628839,0,2.2138431,6.3641472,0,1,Not in Force,1,0,28,0
230704,230,704,SPN,UZB,Spain,Uzbekistan,28,1,2003,3,12,2003,1,11,2,.75,3,-9,.85000002,,17.54221,17.360319,0,0,1,.8888889,10.14279,0,.81341141,3.2499299,0,1,In Force,1,1,11,0
230705,230,705,SPN,KZK,Spain,Kazakhstan,23,3,1994,22,6,1995,1,15,2,.75,5,-3,0,,18.288019,10.68178,0,0,1,1,9.6313744,0,3.0061049,.79800642,0,1,In Force,1,1,15,0
230710,230,710,SPN,CHN,Spain,China,24,11,1992,17,7,1993,1,15,2,.75,4,-7,.25,4,20.5165,15.61164,0,0,0,.69565219,9.8557348,0,2.202122,.40054771,0,1,In Force,1,1,15,0
230732,230,732,SPN,ROK,Spain,South Korea,17,1,1994,19,7,1994,1,6,2,.75,5,6,.56999999,5,20.302271,11.44637,0,0,0,.95555562,8.6943531,0,.1801783,.79800642,0,1,In Force,1,1,6,0
230750,230,750,SPN,IND,Spain,India,30,9,1997,15,12,1998,1,15,2,.75,18,9,.36000001,4,20.6161,11.39817,0,0,0,.37777781,9.9480381,1,.85642117,2.519232,0,1,In Force,1,1,15,0
230770,230,770,SPN,PAK,Spain,Pakistan,15,9,1994,26,4,1996,1,19,2,.75,8,8,0,3,19.38694,12.11335,0,0,0,.66037738,9.8329124,1,1.063605,.79800642,0,1,In Force,1,1,19,0
230816,230,816,SPN,DRV,Spain,Vietnam,20,2,2006,,,,0,22,2,.73000002,4,-7,.85000002,4,19.17782,6.0285382,0,0,,.48387101,10.1706,0,3.940012,8.4597483,0,1,Not in Force,1,0,22,0
230820,230,820,SPN,MAL,Spain,Malaysia,4,4,1995,16,2,1996,1,10,2,.75,5,3,.56999999,5,18.98963,12.37324,0,0,0,.78571433,9.4367533,1,6.3038249,.78253591,0,1,In Force,1,1,10,0
230840,230,840,SPN,PHI,Spain,Philippines,19,10,1993,21,9,1994,1,11,3,.74000001,5,8,.5,3,18.756321,10.10928,0,1,0,.78378379,9.8081055,0,2.277066,.62236911,0,1,In Force,1,1,11,0
230850,230,850,SPN,INS,Spain,Indonesia,30,5,1995,12,2,1997,1,21,2,.75,5,-7,.61000001,5,20.24649,7.8290629,0,0,0,.66666669,9.8029346,0,1.993809,.78253591,0,1,In Force,1,1,21,0
235040,235,40,POR,CUB,Portugal,Cuba,8,7,1998,18,6,1999,1,11,1,.75,3,-7,.40000001,5,18.251301,18.260771,0,0,0,.55000001,9.2408962,0,.058981899,3.399087,0,1,In Force,1,1,11,0
235070,235,70,POR,MEX,Portugal,Mexico,11,11,1999,4,9,2000,1,10,2,.75,5,6,.38,2,19.07168,11.00881,0,0,0,.67346942,9.0625219,0,2.6055269,2.6231959,0,1,In Force,1,1,10,0
235101,235,101,POR,VEN,Portugal,Venezuela,17,6,1994,7,10,1995,1,16,1,.74000001,5,8,0,4,18.874331,7.2275219,0,0,0,.65217388,8.9040604,0,1.4381731,.2968449,0,0,In Force,1,1,16,0
235135,235,135,POR,PER,Portugal,Peru,22,11,1994,18,10,1995,1,11,1,.74000001,2,1,.27000001,3,18.475809,8.7971439,0,0,0,.65217388,9.3231926,0,7.3239732,.2968449,0,0,In Force,1,1,11,0
235140,235,140,POR,BRA,Portugal,Brazil,9,2,1994,,,,0,166,2,.77999997,4,8,.27000001,3,18.874331,17.865601,1,1,0,.70833331,9.0136375,0,.36043629,.2968449,0,0,Not in Force,1,0,166,0
235150,235,150,POR,PAR,Portugal,Paraguay,24,11,1999,4,11,2001,1,24,2,.75,3,7,.58999997,3,16.763571,11.84323,0,0,0,.75999999,9.625433,0,1.294363,2.6231959,0,1,In Force,1,1,24,0
235155,235,155,POR,CHL,Portugal,Chile,28,4,1995,24,2,1998,1,34,2,.77999997,4,8,.18000001,5,18.55677,10.38016,0,0,0,.83606559,8.973834,0,4.1020069,.60544348,0,1,In Force,1,1,34,0
235160,235,160,POR,ARG,Portugal,Argentina,6,10,1994,3,5,1996,1,19,2,.76999998,2,7,.27000001,5,18.874331,13.18691,0,0,0,1,8.8440247,0,1.410553,.2968449,0,0,In Force,1,1,19,0
235165,235,165,POR,URU,Portugal,Uruguay,25,7,1997,3,11,1999,1,28,2,.75,4,10,.5,3,17.12108,11.04163,0,0,0,.65217388,9.060029,0,.52733159,1.8670501,0,1,In Force,1,1,28,0
235290,235,290,POR,POL,Portugal,Poland,11,3,1993,9,11,1994,1,17,2,.74000001,4,8,.43000001,5,18.836081,17.876261,0,0,1,1,8.8857117,0,1.822095,.1546309,0,0,In Force,1,1,17,0
235310,235,310,POR,HUN,Portugal,Hungary,28,2,1992,8,10,1997,1,69,1,.76999998,4,10,.5,5,18.51729,11.43371,0,0,1,1,8.4876156,0,3.8602309,.66844469,0,0,In Force,1,1,69,0
235316,235,316,POR,CZR,Portugal,Czech Republic,12,11,1993,3,8,1994,1,12,2,.75,6,10,0,5,18.79038,17.876261,0,0,1,1,7.075942,0,1.758355,.1546309,0,0,In Force,1,1,12,0
235317,235,317,POR,SLO,Portugal,Slovakia,10,7,1995,15,5,1999,1,46,1,.76999998,5,7,.079999998,6,17.85058,17.8529,0,0,1,1,8.596427,0,13.23779,.60544348,0,1,In Force,1,1,46,0
235339,235,339,POR,ALB,Portugal,Albania,11,9,1998,10,6,2007,1,105,1,.75,3,5,.58999997,3,16.090281,9.7549028,0,0,1,1,9.6142006,0,1.657225,3.399087,0,1,In Force,1,1,105,0
235344,235,344,POR,CRO,Portugal,Croatia,9,5,1995,27,11,1997,1,30,1,.75,2,-5,.28999999,,17.388201,17.8529,0,0,0,.95999998,8.992094,0,.48921359,.60544348,0,0,In Force,1,1,30,0
235346,235,346,POR,BOS,Portugal,Bosnia,13,3,2002,19,6,2003,1,15,2,.75,2,,.31999999,,16.817579,20.042,0,0,0,1,9.5940924,0,4.7298198,-.1169368,0,1,In Force,1,1,15,0
235349,235,349,POR,SLV,Portugal,Slovenia,14,5,1997,4,5,2000,1,36,1,.77999997,5,10,.36000001,,17.33206,18.113609,0,0,1,1,6.083209,0,1.6488121,1.8670501,0,1,In Force,1,1,36,0
235355,235,355,POR,BUL,Portugal,Bulgaria,27,5,1993,20,4,2000,1,90,1,.75,3,8,.43000001,5,17.74617,17.876261,0,0,1,1,9.1230774,0,.3692264,.1546309,0,0,In Force,1,1,90,0
235360,235,360,POR,ROM,Portugal,Romania,17,11,1993,17,11,1994,1,12,2,.76999998,7,5,.43000001,5,18.651609,12.3439,0,0,1,1,9.1763372,0,.35410169,.1546309,0,0,In Force,1,1,12,0
235365,235,365,POR,RUS,Portugal,Russia,21,7,1994,,,,0,161,2,.74000001,5,4,.27000001,3,18.874331,17.934731,0,0,1,.88571429,8.8673019,0,.16904929,.2968449,0,0,Not in Force,1,0,161,0
235367,235,367,POR,LAT,Portugal,Latvia,27,9,1995,17,7,1997,1,22,1,.76999998,5,8,.41,,16.5487,17.8529,0,0,1,1,9.1877422,0,3.623739,.60544348,0,0,In Force,1,1,22,0
235368,235,368,POR,LIT,Portugal,Lithuania,27,5,1998,14,8,2003,1,63,1,.75999999,3,10,.58999997,,17.277929,18.260771,0,0,1,1,9.1368532,0,8.2821407,3.399087,0,1,In Force,1,1,63,0
235369,235,369,POR,UKR,Portugal,Ukraine,25,10,2000,18,7,2003,1,33,1,.79000002,5,6,.66000003,4,19.073099,19.32036,0,0,1,.95918369,9.6375494,0,1.903298,7.2188988,0,1,In Force,1,1,33,0
235402,235,402,POR,CAP,Portugal,Cape Verde,26,10,1990,4,10,1991,1,12,1,.74000001,2,,.5,,13.24248,14.72442,1,1,0,.53571433,9.493721,0,.082107298,.2165297,0,1,In Force,1,1,12,0
235403,235,403,POR,STP,Portugal,Sao Tome and Principe,18,7,1997,,,,0,125,1,.75,3,,.57999998,,11.80338,,1,1,0,,9.6904421,0,.1512915,1.8670501,0,1,Not in Force,1,0,125,0
235404,235,404,POR,GNB,Portugal,Guinea-Bissau,24,6,1991,8,4,1996,1,58,1,.74000001,2,-6,.33000001,1,12.99833,10.6172,1,1,0,.62162161,9.6055689,0,.89434183,.55239582,0,1,In Force,1,1,58,0
235481,235,481,POR,GAB,Portugal,Gabon,17,12,2001,,,,0,72,2,.75,3,-4,.44,3,16.42658,11.48001,0,0,0,.55555558,9.0824976,0,-1.913645,5.4113288,0,1,Not in Force,1,0,72,0
235540,235,540,POR,ANG,Portugal,Angola,20,2,1997,,,,0,122,1,.75,3,-3,.57999998,3,16.98452,,1,1,0,.75757581,9.5998144,0,5.382318,1.8670501,0,1,Not in Force,1,0,122,0
235541,235,541,POR,MZM,Portugal,Mozambique,28,5,1996,31,10,1998,1,29,1,.75,3,6,0,3,15.62323,6.3314009,1,1,0,.55000001,9.6870346,0,2.236465,.61935049,0,1,In Force,1,1,29,0
235552,235,552,POR,ZIM,Portugal,Zimbabwe,5,5,1994,,,,0,163,2,.74000001,2,-6,0,4,15.16524,16.6938,0,0,0,.61702132,9.6388206,1,.59511942,.2968449,0,0,Not in Force,1,0,163,0
235590,235,590,POR,MAS,Portugal,Mauritius,12,12,1997,3,1,1999,1,13,1,.75,3,10,.57999998,,15.82089,14.08022,0,0,0,.65384609,9.2785692,0,1.320099,1.8670501,0,1,In Force,1,1,13,0
235600,235,600,POR,MOR,Portugal,Morocco,18,10,1988,22,3,1995,1,77,2,.74000001,2,-8,.67000002,2,17.78854,14.00749,0,0,0,.47222221,9.3236151,0,.34267369,.084385298,1,0,In Force,1,1,77,0
235615,235,615,POR,ALG,Portugal,Algeria,15,9,2004,8,9,2005,1,12,3,.75,3,2,.51999998,2,19.014391,13.82473,0,0,,.4642857,9.529007,0,1.033262,4.1645889,0,1,In Force,1,1,12,0
235616,235,616,POR,TUN,Portugal,Tunisia,11,3,1992,6,12,1994,1,33,1,.74000001,2,-5,.5,4,17.257971,16.001261,0,0,0,.69565219,9.3784676,0,3.765908,.66844469,0,1,In Force,1,1,33,0
235620,235,620,POR,LIB,Portugal,Libya,14,6,2003,19,6,2005,1,24,1,.75,3,-7,.5,4,18.346849,13.63412,0,0,,.47169811,7.7349339,0,.5450542,4.209096,0,1,In Force,1,1,24,0
235640,235,640,POR,TUR,Portugal,Turkey,19,2,2001,19,1,2004,1,35,1,.76999998,6,7,.73000002,4,19.12781,12.39633,0,0,1,.91489363,9.3685789,0,1.70989,5.4113288,0,1,In Force,1,1,35,0
235651,235,651,POR,EGY,Portugal,Egypt,29,4,1999,23,12,2000,1,20,1,.75,3,-6,.56999999,4,19.07168,11.60598,0,0,0,.58333331,9.6083031,0,1.113534,2.6231959,0,1,In Force,1,1,20,0
235690,235,690,POR,KUW,Portugal,Kuwait,23,7,2007,,,,0,5,1,.75,2,-7,.81999999,5,18.62495,14.00295,0,0,,.46031749,10.33934,0,1.36796,9.0912657,0,1,Not in Force,1,0,5,0
235704,235,704,POR,UZB,Portugal,Uzbekistan,11,9,2001,,,,0,75,1,.75,2,-9,.73000002,,17.451229,18.411381,0,0,1,,9.7998772,0,.88881743,5.4113288,0,1,Not in Force,1,0,75,0
235710,235,710,POR,CHN,Portugal,China,3,2,1992,1,12,1992,1,10,1,.74000001,2,-7,.5,4,18.851509,15.61164,0,0,0,.54545462,9.5470285,0,2.202122,.66844469,0,1,In Force,1,1,10,0
235732,235,732,POR,ROK,Portugal,South Korea,3,5,1995,11,8,1996,1,15,1,.75,4,6,.41,5,18.89465,11.20431,0,0,0,.92307693,5.080009,0,.2356739,.60544348,0,0,In Force,1,1,15,0
235750,235,750,POR,IND,Portugal,India,28,6,2000,19,7,2002,1,25,2,.75,5,9,.50999999,4,19.108521,12.60934,0,0,0,.41666669,9.7636051,1,.76701212,7.2188988,0,1,In Force,1,1,25,0
235770,235,770,POR,PAK,Portugal,Pakistan,11,10,1996,14,12,1996,1,2,1,.75,8,8,0,4,18.930269,12.6451,0,0,0,.56363642,9.5788403,1,.53687692,.61935049,0,1,In Force,1,1,2,0
235840,235,840,POR,PHI,Portugal,Philippines,8,11,2002,14,8,2003,1,9,3,.75,4,8,.69999999,2,19.07373,11.52671,0,0,0,.60784322,9.7554293,0,2.007448,-.1169368,0,1,In Force,1,1,9,0
235860,235,860,POR,ETM,Portugal,Timor-Leste,20,5,2002,7,4,2004,1,23,1,.75,2,6,.69999999,,14.17305,,1,1,0,,9.7986727,0,,-.1169368,0,1,In Force,1,1,23,0
260040,260,40,GFR,CUB,Germany,Cuba,30,4,1996,22,11,1998,1,31,2,.83999997,5,-7,.25,5,18.230301,,0,0,0,.40909091,9.9457769,0,.077027597,2.083344,0,1,In Force,1,1,31,0
260041,260,41,GFR,HAI,Germany,Haiti,14,8,1973,1,12,1975,1,28,2,.86000001,,-10,.97000003,,15.88785,,0,0,0,.75757581,9.6995573,0,1.4952869,.50334978,1,,In Force,1,1,28,0
260051,260,51,GFR,JAM,Germany,Jamaica,24,9,1992,29,5,1996,1,44,2,.83999997,4,10,.67000002,2,16.766541,,0,0,0,.68181819,9.8827171,1,4.934659,.90187621,0,1,In Force,1,1,44,0
260052,260,52,GFR,TRI,Germany,Trinidad and Tobago,8,12,2006,,,,0,13,2,.85000002,5,10,.88,2,17.18314,,0,0,,.63076931,9.1237345,1,4.5630531,4.0758748,0,0,Not in Force,1,0,13,0
260053,260,53,GFR,BAR,Germany,Barbados,2,12,1994,11,5,2002,1,89,2,.83999997,4,,.79000002,,15.4477,,0,0,0,1,9.067194,1,.74316382,.87871271,0,0,In Force,1,1,89,0
260054,260,54,GFR,DMA,Germany,Dominica,1,10,1984,11,5,1986,1,19,2,.83999997,5,,.82999998,3,12.32663,,0,0,0,.61290318,9.8569717,1,2.559875,.6751166,1,0,In Force,1,1,19,0
260056,260,56,GFR,SLU,Germany,St. Lucia,16,3,1985,22,7,1987,1,28,2,.83999997,5,,.80000001,,13.64545,,0,0,0,.2857143,9.6908312,1,7.6266122,.79768509,1,0,In Force,1,1,28,0
260057,260,57,GFR,SVG,Germany,St. Vincent,25,3,1986,8,1,1989,1,34,2,.83999997,5,,.85000002,,12.48172,,0,0,0,.38028169,9.9403496,1,5.7930131,.99396652,1,0,In Force,1,1,34,0
260058,260,58,GFR,AAB,Germany,Antigua & Barbuda,5,11,1998,28,2,2001,1,27,2,.83999997,5,,.69999999,,13.81341,,0,0,0,.58139533,9.6651497,1,3.6729519,4.0661201,0,0,In Force,1,1,27,0
260070,260,70,GFR,MEX,Germany,Mexico,25,12,1998,23,2,2001,1,30,2,.83999997,5,6,.67000002,2,20.67243,,0,0,0,.625,9.8885841,0,2.7420771,4.0661201,0,1,In Force,1,1,30,0
260090,260,90,GFR,GUA,Germany,Guatemala,17,10,2003,29,10,2006,1,36,2,.83999997,4,8,.69999999,2,17.98716,,0,0,,.60784322,10.14738,0,1.201319,.23838159,0,1,In Force,1,1,36,0
260091,260,91,GFR,HON,Germany,Honduras,21,3,1995,27,5,1998,1,38,2,.83999997,5,6,.33000001,3,16.61352,,0,0,0,.76666671,10.13974,0,1.468948,1.547969,0,0,In Force,1,1,38,0
260092,260,92,GFR,SAL,Germany,El Salvador,11,12,1997,15,4,2001,1,40,2,.83999997,5,7,.63,3,17.186001,,0,0,0,.58333331,10.07464,0,.52987981,1.934544,0,0,In Force,1,1,40,0
260093,260,93,GFR,NIC,Germany,Nicaragua,6,5,1996,19,1,2001,1,56,2,.83999997,5,8,.5,4,15.96656,,0,0,0,.64444453,10.18658,0,2.72858,2.083344,0,0,In Force,1,1,56,0
260094,260,94,GFR,COS,Germany,Costa Rica,13,9,1994,24,4,1998,1,42,2,.83999997,4,10,.33000001,4,17.12388,,0,0,0,.61904758,9.8879404,0,2.818841,.87871271,0,0,In Force,1,1,42,0
260095,260,95,GFR,PAN,Germany,Panama,2,11,1983,10,3,1989,1,64,2,.83999997,5,-5,0,,16.235821,,0,0,0,.2173913,9.6895266,0,1.56344,.49343929,1,0,In Force,1,1,64,0
260101,260,101,GFR,VEN,Germany,Venezuela,14,5,1996,16,10,1998,1,29,2,.83999997,5,8,.46000001,4,19.040529,,0,0,0,.67272729,9.9030142,0,3.198133,2.083344,0,0,In Force,1,1,29,0
260110,260,110,GFR,GUY,Germany,Guyana,6,12,1989,8,3,1994,1,51,2,.83999997,5,-7,.92000002,1,13.91577,,0,0,0,.4029851,10.07242,1,-.54159749,1.114892,1,1,In Force,1,1,51,0
260130,260,130,GFR,ECU,Germany,Ecuador,28,6,1965,30,11,1966,1,17,2,.83999997,,-1,.28999999,,16.51627,,0,0,0,,,0,,,1,,In Force,1,1,17,0
260135,260,135,GFR,PER,Germany,Peru,30,1,1995,1,5,1997,1,28,2,.83999997,5,1,.33000001,3,18.56031,,0,0,0,.75438589,10.06417,0,4.764596,1.547969,0,0,In Force,1,1,28,0
260140,260,140,GFR,BRA,Germany,Brazil,21,9,1995,,,,0,147,2,.83999997,6,8,0,3,20.94611,,0,0,0,.75,9.9353733,0,.57287401,1.547969,0,1,Not in Force,1,0,147,0
260145,260,145,GFR,BOL,Germany,Bolivia,23,3,1987,9,11,1990,1,44,2,.83999997,5,9,.86000001,1,16.621849,,0,0,0,.43243241,9.9525709,0,.92682242,.69462413,1,0,In Force,1,1,44,0
260150,260,150,GFR,PAR,Germany,Paraguay,11,8,1993,3,7,1998,1,59,2,.83999997,4,7,.56999999,4,16.648781,,0,0,0,.75757581,10.06703,0,1.145825,.85793573,0,0,In Force,1,1,59,0
260155,260,155,GFR,CHL,Germany,Chile,21,10,1991,8,5,1999,1,91,2,.83999997,4,8,.89999998,4,18.194759,,0,0,0,.4222222,9.9639254,0,2.1470571,1.268272,0,0,In Force,1,1,91,0
260160,260,160,GFR,ARG,Germany,Argentina,9,4,1991,8,11,1993,1,31,2,.83999997,5,7,0,3,19.32761,,0,0,0,1,9.8948536,0,1.285652,1.268272,0,0,In Force,1,1,31,0
260165,260,165,GFR,URU,Germany,Uruguay,4,5,1987,29,6,1990,1,37,2,.83999997,5,9,.86000001,3,16.75341,,0,0,0,.49295771,9.7701464,0,.61575657,.69462413,1,0,In Force,1,1,37,0
260235,260,235,GFR,POR,Germany,Portugal,16,9,1980,23,4,1982,1,19,2,.83999997,5,9,.86000001,,18.483891,,0,0,1,1,9.2610817,0,.52297157,.51097918,1,1,In Force,1,1,19,0
260290,260,290,GFR,POL,Germany,Poland,10,11,1989,24,2,1991,1,15,2,.83999997,5,5,.25,4,19.62718,,0,0,1,.44615379,9.7018995,0,.0132382,1.114892,1,1,In Force,1,1,15,0
260310,260,310,GFR,HUN,Germany,Hungary,30,4,1986,7,11,1987,1,19,2,.83999997,5,-7,.85000002,5,18.636789,,0,0,1,.042253502,9.3578835,0,,.99396652,1,1,In Force,1,1,19,0
260315,260,315,GFR,CZE,Germany,Czechoslovakia,2,10,1990,2,8,1992,1,14,2,.83999997,5,8,0,,18.94726,,0,0,0,1,9.1840458,0,.3086113,1.413595,0,1,In Force,1,1,14,0
260338,260,338,GFR,MLT,Germany,Malta,17,9,1974,14,12,1975,1,15,2,.83999997,,,.94,,14.31938,,0,0,0,.47619051,9.4605885,0,2.829174,.4916431,1,,In Force,1,1,15,0
260339,260,339,GFR,ALB,Germany,Albania,31,10,1991,18,8,1995,1,46,2,.83999997,4,1,.89999998,3,15.83983,,0,0,0,1,10.12022,0,,1.268272,0,1,In Force,1,1,46,0
260343,260,343,GFR,MAC,Germany,Macedonia,10,9,1996,17,9,2000,1,48,2,.83999997,5,6,.5,,16.25564,,0,0,0,1,10.02715,0,.25401139,2.083344,0,1,In Force,1,1,48,0
260344,260,344,GFR,CRO,Germany,Croatia,21,3,1997,28,9,2000,1,42,2,.83999997,5,-5,.38,,17.532129,,0,0,0,1,9.8854084,0,2.2928791,1.934544,0,0,In Force,1,1,42,0
260345,260,345,GFR,YUG,Germany,Serbia,10,7,1989,25,10,1990,1,15,2,.83999997,5,-5,.92000002,2,21.4053,,0,0,1,.39393941,,0,.0146635,1.114892,1,1,In Force,1,1,15,0
